Date,Open,High,Low,Close,Adj Close,Volume
1992-08-11,10.090000,10.090000,10.090000,10.090000,2.546941,0
1992-08-12,10.080000,10.080000,10.080000,10.080000,2.544419,0
1992-08-13,10.050000,10.050000,10.050000,10.050000,2.536844,0
1992-08-14,10.060000,10.060000,10.060000,10.060000,2.539372,0
1992-08-17,10.050000,10.050000,10.050000,10.050000,2.536844,0
1992-08-18,10.080000,10.080000,10.080000,10.080000,2.544419,0
1992-08-19,10.090000,10.090000,10.090000,10.090000,2.546941,0
1992-08-20,10.100000,10.100000,10.100000,10.100000,2.549467,0
1992-08-21,10.070000,10.070000,10.070000,10.070000,2.541893,0
1992-08-24,10.010000,10.010000,10.010000,10.010000,2.526750,0
1992-08-25,10.000000,10.000000,10.000000,10.000000,2.524225,0
1992-08-26,10.010000,10.010000,10.010000,10.010000,2.526750,0
1992-08-27,10.030000,10.030000,10.030000,10.030000,2.531797,0
1992-08-28,10.040000,10.040000,10.040000,10.040000,2.534323,0
1992-08-31,10.040000,10.040000,10.040000,10.040000,2.549048,0
1992-09-01,10.060000,10.060000,10.060000,10.060000,2.554126,0
1992-09-02,10.070000,10.070000,10.070000,10.070000,2.556664,0
1992-09-03,10.070000,10.070000,10.070000,10.070000,2.556664,0
1992-09-04,10.130000,10.130000,10.130000,10.130000,2.571897,0
1992-09-08,10.160000,10.160000,10.160000,10.160000,2.579513,0
1992-09-09,10.150000,10.150000,10.150000,10.150000,2.576977,0
1992-09-10,10.140000,10.140000,10.140000,10.140000,2.574437,0
1992-09-11,10.120000,10.120000,10.120000,10.120000,2.569359,0
1992-09-14,10.140000,10.140000,10.140000,10.140000,2.574437,0
1992-09-15,10.110000,10.110000,10.110000,10.110000,2.566819,0
1992-09-16,10.100000,10.100000,10.100000,10.100000,2.564280,0
1992-09-17,10.100000,10.100000,10.100000,10.100000,2.564280,0
1992-09-18,10.110000,10.110000,10.110000,10.110000,2.566819,0
1992-09-21,10.090000,10.090000,10.090000,10.090000,2.561741,0
1992-09-22,10.060000,10.060000,10.060000,10.060000,2.554126,0
1992-09-23,10.040000,10.040000,10.040000,10.040000,2.549048,0
1992-09-24,10.070000,10.070000,10.070000,10.070000,2.556664,0
1992-09-25,10.110000,10.110000,10.110000,10.110000,2.566819,0
1992-09-28,10.120000,10.120000,10.120000,10.120000,2.569359,0
1992-09-29,10.120000,10.120000,10.120000,10.120000,2.569359,0
1992-09-30,10.110000,10.110000,10.110000,10.110000,2.581359,0
1992-10-01,10.150000,10.150000,10.150000,10.150000,2.591573,0
1992-10-02,10.140000,10.140000,10.140000,10.140000,2.589023,0
1992-10-05,10.140000,10.140000,10.140000,10.140000,2.589023,0
1992-10-06,10.110000,10.110000,10.110000,10.110000,2.581359,0
1992-10-07,10.060000,10.060000,10.060000,10.060000,2.568594,0
1992-10-08,10.070000,10.070000,10.070000,10.070000,2.571146,0
1992-10-09,10.030000,10.030000,10.030000,10.030000,2.560931,0
1992-10-12,10.040000,10.040000,10.040000,10.040000,2.563485,0
1992-10-13,10.040000,10.040000,10.040000,10.040000,2.563485,0
1992-10-14,10.050000,10.050000,10.050000,10.050000,2.566040,0
1992-10-15,10.040000,10.040000,10.040000,10.040000,2.563485,0
1992-10-16,10.030000,10.030000,10.030000,10.030000,2.560931,0
1992-10-19,9.990000,9.990000,9.990000,9.990000,2.550719,0
1992-10-20,9.930000,9.930000,9.930000,9.930000,2.535399,0
1992-10-21,9.950000,9.950000,9.950000,9.950000,2.540507,0
1992-10-22,9.960000,9.960000,9.960000,9.960000,2.543060,0
1992-10-23,9.930000,9.930000,9.930000,9.930000,2.535399,0
1992-10-26,9.920000,9.920000,9.920000,9.920000,2.532847,0
1992-10-27,9.940000,9.940000,9.940000,9.940000,2.537954,0
1992-10-28,9.940000,9.940000,9.940000,9.940000,2.537954,0
1992-10-29,9.960000,9.960000,9.960000,9.960000,2.543060,0
1992-10-30,9.930000,9.930000,9.930000,9.930000,2.549992,0
1992-11-02,9.900000,9.900000,9.900000,9.900000,2.542289,0
1992-11-03,9.910000,9.910000,9.910000,9.910000,2.544855,0
1992-11-04,9.910000,9.910000,9.910000,9.910000,2.544855,0
1992-11-05,9.920000,9.920000,9.920000,9.920000,2.547426,0
1992-11-06,9.890000,9.890000,9.890000,9.890000,2.539723,0
1992-11-09,9.870000,9.870000,9.870000,9.870000,2.534586,0
1992-11-10,9.900000,9.900000,9.900000,9.900000,2.542289,0
1992-11-11,9.910000,9.910000,9.910000,9.910000,2.544855,0
1992-11-12,9.930000,9.930000,9.930000,9.930000,2.549992,0
1992-11-13,9.910000,9.910000,9.910000,9.910000,2.544855,0
1992-11-16,9.890000,9.890000,9.890000,9.890000,2.539723,0
1992-11-17,9.900000,9.900000,9.900000,9.900000,2.542289,0
1992-11-18,9.930000,9.930000,9.930000,9.930000,2.549992,0
1992-11-19,9.920000,9.920000,9.920000,9.920000,2.547426,0
1992-11-20,9.910000,9.910000,9.910000,9.910000,2.544855,0
1992-11-23,9.900000,9.900000,9.900000,9.900000,2.542289,0
1992-11-24,9.920000,9.920000,9.920000,9.920000,2.547426,0
1992-11-25,9.910000,9.910000,9.910000,9.910000,2.544855,0
1992-11-27,9.870000,9.870000,9.870000,9.870000,2.534586,0
1992-11-30,9.790000,9.790000,9.790000,9.790000,2.549690,0
1992-12-01,9.790000,9.790000,9.790000,9.790000,2.549690,0
1992-12-02,9.800000,9.800000,9.800000,9.800000,2.552296,0
1992-12-03,9.810000,9.810000,9.810000,9.810000,2.554899,0
1992-12-04,9.830000,9.830000,9.830000,9.830000,2.560111,0
1992-12-07,9.860000,9.860000,9.860000,9.860000,2.567923,0
1992-12-08,9.870000,9.870000,9.870000,9.870000,2.570526,0
1992-12-09,9.870000,9.870000,9.870000,9.870000,2.570526,0
1992-12-10,9.860000,9.860000,9.860000,9.860000,2.567923,0
1992-12-11,9.840000,9.840000,9.840000,9.840000,2.562712,0
1992-12-14,9.830000,9.830000,9.830000,9.830000,2.560111,0
1992-12-15,9.830000,9.830000,9.830000,9.830000,2.560111,0
1992-12-16,9.850000,9.850000,9.850000,9.850000,2.565317,0
1992-12-17,9.850000,9.850000,9.850000,9.850000,2.565317,0
1992-12-18,9.860000,9.860000,9.860000,9.860000,2.567923,0
1992-12-21,9.870000,9.870000,9.870000,9.870000,2.570526,0
1992-12-22,9.900000,9.900000,9.900000,9.900000,2.578340,0
1992-12-23,9.890000,9.890000,9.890000,9.890000,2.575734,0
1992-12-24,9.880000,9.880000,9.880000,9.880000,2.573129,0
1992-12-28,9.870000,9.870000,9.870000,9.870000,2.570526,0
1992-12-29,9.880000,9.880000,9.880000,9.880000,2.573129,0
1992-12-30,9.880000,9.880000,9.880000,9.880000,2.573129,0
1992-12-31,9.880000,9.880000,9.880000,9.880000,2.587534,0
1993-01-04,9.910000,9.910000,9.910000,9.910000,2.595392,0
1993-01-05,9.920000,9.920000,9.920000,9.920000,2.598010,0
1993-01-06,9.910000,9.910000,9.910000,9.910000,2.595392,0
1993-01-07,9.870000,9.870000,9.870000,9.870000,2.584916,0
1993-01-08,9.880000,9.880000,9.880000,9.880000,2.587534,0
1993-01-11,9.890000,9.890000,9.890000,9.890000,2.590154,0
1993-01-12,9.890000,9.890000,9.890000,9.890000,2.590154,0
1993-01-13,9.890000,9.890000,9.890000,9.890000,2.590154,0
1993-01-14,9.910000,9.910000,9.910000,9.910000,2.595392,0
1993-01-15,9.940000,9.940000,9.940000,9.940000,2.603248,0
1993-01-18,9.940000,9.940000,9.940000,9.940000,2.603248,0
1993-01-19,9.940000,9.940000,9.940000,9.940000,2.603248,0
1993-01-20,9.930000,9.930000,9.930000,9.930000,2.600628,0
1993-01-21,9.940000,9.940000,9.940000,9.940000,2.603248,0
1993-01-22,9.960000,9.960000,9.960000,9.960000,2.608488,0
1993-01-25,9.990000,9.990000,9.990000,9.990000,2.616344,0
1993-01-26,9.960000,9.960000,9.960000,9.960000,2.611100,0
1993-01-27,9.960000,9.960000,9.960000,9.960000,2.611100,0
1993-01-28,9.980000,9.980000,9.980000,9.980000,2.616344,0
1993-01-29,9.990000,9.990000,9.990000,9.990000,2.633742,0
1993-02-01,10.000000,10.000000,10.000000,10.000000,2.636379,0
1993-02-02,9.980000,9.980000,9.980000,9.980000,2.631107,0
1993-02-03,9.990000,9.990000,9.990000,9.990000,2.633742,0
1993-02-04,10.010000,10.010000,10.010000,10.010000,2.639017,0
1993-02-05,10.040000,10.040000,10.040000,10.040000,2.646927,0
1993-02-08,10.030000,10.030000,10.030000,10.030000,2.644289,0
1993-02-09,10.010000,10.010000,10.010000,10.010000,2.639017,0
1993-02-10,9.980000,9.980000,9.980000,9.980000,2.631107,0
1993-02-11,10.010000,10.010000,10.010000,10.010000,2.639017,0
1993-02-12,10.020000,10.020000,10.020000,10.020000,2.641652,0
1993-02-16,10.030000,10.030000,10.030000,10.030000,2.644289,0
1993-02-17,10.050000,10.050000,10.050000,10.050000,2.649561,0
1993-02-18,10.090000,10.090000,10.090000,10.090000,2.660105,0
1993-02-19,10.090000,10.090000,10.090000,10.090000,2.660105,0
1993-02-22,10.100000,10.100000,10.100000,10.100000,2.662742,0
1993-02-23,10.150000,10.150000,10.150000,10.150000,2.675924,0
1993-02-24,10.130000,10.130000,10.130000,10.130000,2.670653,0
1993-02-25,10.130000,10.130000,10.130000,10.130000,2.670653,0
1993-02-26,10.130000,10.130000,10.130000,10.130000,2.686033,0
1993-03-01,10.160000,10.160000,10.160000,10.160000,2.693984,0
1993-03-02,10.160000,10.160000,10.160000,10.160000,2.693984,0
1993-03-03,10.190000,10.190000,10.190000,10.190000,2.701943,0
1993-03-04,10.220000,10.220000,10.220000,10.220000,2.709898,0
1993-03-05,10.170000,10.170000,10.170000,10.170000,2.696637,0
1993-03-08,10.190000,10.190000,10.190000,10.190000,2.701943,0
1993-03-09,10.180000,10.180000,10.180000,10.180000,2.699289,0
1993-03-10,10.160000,10.160000,10.160000,10.160000,2.693984,0
1993-03-11,10.160000,10.160000,10.160000,10.160000,2.693984,0
1993-03-12,10.110000,10.110000,10.110000,10.110000,2.680726,0
1993-03-15,10.080000,10.080000,10.080000,10.080000,2.672774,0
1993-03-16,10.120000,10.120000,10.120000,10.120000,2.683380,0
1993-03-17,10.130000,10.130000,10.130000,10.130000,2.686033,0
1993-03-18,10.160000,10.160000,10.160000,10.160000,2.693984,0
1993-03-19,10.150000,10.150000,10.150000,10.150000,2.691333,0
1993-03-22,10.140000,10.140000,10.140000,10.140000,2.688684,0
1993-03-23,10.170000,10.170000,10.170000,10.170000,2.696637,0
1993-03-24,10.150000,10.150000,10.150000,10.150000,2.691333,0
1993-03-25,10.140000,10.140000,10.140000,10.140000,2.688684,0
1993-03-26,10.090000,10.090000,10.090000,10.090000,2.675425,0
1993-03-29,10.100000,10.100000,10.100000,10.100000,2.678075,0
1993-03-30,10.120000,10.120000,10.120000,10.120000,2.683380,0
1993-03-31,10.110000,10.110000,10.110000,10.110000,2.695910,0
1993-04-01,10.100000,10.100000,10.100000,10.100000,2.693246,0
1993-04-02,10.070000,10.070000,10.070000,10.070000,2.685245,0
1993-04-05,10.080000,10.080000,10.080000,10.080000,2.687913,0
1993-04-06,10.100000,10.100000,10.100000,10.100000,2.693246,0
1993-04-07,10.110000,10.110000,10.110000,10.110000,2.695910,0
1993-04-08,10.110000,10.110000,10.110000,10.110000,2.695910,0
1993-04-12,10.180000,10.180000,10.180000,10.180000,2.714578,0
1993-04-13,10.180000,10.180000,10.180000,10.180000,2.714578,0
1993-04-14,10.190000,10.190000,10.190000,10.190000,2.717248,0
1993-04-15,10.190000,10.190000,10.190000,10.190000,2.717248,0
1993-04-16,10.180000,10.180000,10.180000,10.180000,2.714578,0
1993-04-19,10.190000,10.190000,10.190000,10.190000,2.717248,0
1993-04-20,10.190000,10.190000,10.190000,10.190000,2.717248,0
1993-04-21,10.190000,10.190000,10.190000,10.190000,2.717248,0
1993-04-22,10.200000,10.200000,10.200000,10.200000,2.719912,0
1993-04-23,10.190000,10.190000,10.190000,10.190000,2.717248,0
1993-04-26,10.170000,10.170000,10.170000,10.170000,2.711914,0
1993-04-27,10.140000,10.140000,10.140000,10.140000,2.703914,0
1993-04-28,10.130000,10.130000,10.130000,10.130000,2.701247,0
1993-04-29,10.150000,10.150000,10.150000,10.150000,2.706580,0
1993-04-30,10.130000,10.130000,10.130000,10.130000,2.715964,0
1993-05-03,10.160000,10.160000,10.160000,10.160000,2.724004,0
1993-05-04,10.180000,10.180000,10.180000,10.180000,2.729368,0
1993-05-05,10.180000,10.180000,10.180000,10.180000,2.729368,0
1993-05-06,10.190000,10.190000,10.190000,10.190000,2.732052,0
1993-05-07,10.170000,10.170000,10.170000,10.170000,2.726686,0
1993-05-10,10.180000,10.180000,10.180000,10.180000,2.729368,0
1993-05-11,10.190000,10.190000,10.190000,10.190000,2.732052,0
1993-05-12,10.170000,10.170000,10.170000,10.170000,2.726686,0
1993-05-13,10.140000,10.140000,10.140000,10.140000,2.718646,0
1993-05-14,10.130000,10.130000,10.130000,10.130000,2.715964,0
1993-05-17,10.110000,10.110000,10.110000,10.110000,2.710598,0
1993-05-18,10.080000,10.080000,10.080000,10.080000,2.702559,0
1993-05-19,10.100000,10.100000,10.100000,10.100000,2.707919,0
1993-05-20,10.110000,10.110000,10.110000,10.110000,2.710598,0
1993-05-21,10.080000,10.080000,10.080000,10.080000,2.702559,0
1993-05-24,10.080000,10.080000,10.080000,10.080000,2.702559,0
1993-05-25,10.080000,10.080000,10.080000,10.080000,2.702559,0
1993-05-26,10.100000,10.100000,10.100000,10.100000,2.707919,0
1993-05-27,10.100000,10.100000,10.100000,10.100000,2.707919,0
1993-05-28,10.090000,10.090000,10.090000,10.090000,2.719779,0
1993-06-01,10.120000,10.120000,10.120000,10.120000,2.727865,0
1993-06-02,10.130000,10.130000,10.130000,10.130000,2.730563,0
1993-06-03,10.140000,10.140000,10.140000,10.140000,2.733260,0
1993-06-04,10.100000,10.100000,10.100000,10.100000,2.722475,0
1993-06-07,10.120000,10.120000,10.120000,10.120000,2.727865,0
1993-06-08,10.110000,10.110000,10.110000,10.110000,2.725168,0
1993-06-09,10.130000,10.130000,10.130000,10.130000,2.730563,0
1993-06-10,10.120000,10.120000,10.120000,10.120000,2.727865,0
1993-06-11,10.170000,10.170000,10.170000,10.170000,2.741342,0
1993-06-14,10.170000,10.170000,10.170000,10.170000,2.741342,0
1993-06-15,10.170000,10.170000,10.170000,10.170000,2.741342,0
1993-06-16,10.170000,10.170000,10.170000,10.170000,2.741342,0
1993-06-17,10.180000,10.180000,10.180000,10.180000,2.744039,0
1993-06-18,10.170000,10.170000,10.170000,10.170000,2.741342,0
1993-06-21,10.180000,10.180000,10.180000,10.180000,2.744039,0
1993-06-22,10.180000,10.180000,10.180000,10.180000,2.744039,0
1993-06-23,10.180000,10.180000,10.180000,10.180000,2.744039,0
1993-06-24,10.190000,10.190000,10.190000,10.190000,2.746737,0
1993-06-25,10.210000,10.210000,10.210000,10.210000,2.752129,0
1993-06-28,10.220000,10.220000,10.220000,10.220000,2.754823,0
1993-06-29,10.220000,10.220000,10.220000,10.220000,2.754823,0
1993-06-30,10.220000,10.220000,10.220000,10.220000,2.768913,0
1993-07-01,10.220000,10.220000,10.220000,10.220000,2.768913,0
1993-07-02,10.240000,10.240000,10.240000,10.240000,2.774330,0
1993-07-06,10.220000,10.220000,10.220000,10.220000,2.768913,0
1993-07-07,10.220000,10.220000,10.220000,10.220000,2.768913,0
1993-07-08,10.230000,10.230000,10.230000,10.230000,2.771621,0
1993-07-09,10.240000,10.240000,10.240000,10.240000,2.774330,0
1993-07-12,10.250000,10.250000,10.250000,10.250000,2.777039,0
1993-07-13,10.240000,10.240000,10.240000,10.240000,2.774330,0
1993-07-14,10.270000,10.270000,10.270000,10.270000,2.782458,0
1993-07-15,10.260000,10.260000,10.260000,10.260000,2.779748,0
1993-07-16,10.270000,10.270000,10.270000,10.270000,2.782458,0
1993-07-19,10.270000,10.270000,10.270000,10.270000,2.782458,0
1993-07-20,10.250000,10.250000,10.250000,10.250000,2.777039,0
1993-07-21,10.220000,10.220000,10.220000,10.220000,2.768913,0
1993-07-22,10.190000,10.190000,10.190000,10.190000,2.760783,0
1993-07-23,10.170000,10.170000,10.170000,10.170000,2.755362,0
1993-07-26,10.180000,10.180000,10.180000,10.180000,2.758072,0
1993-07-27,10.180000,10.180000,10.180000,10.180000,2.758072,0
1993-07-28,10.190000,10.190000,10.190000,10.190000,2.760783,0
1993-07-29,10.230000,10.230000,10.230000,10.230000,2.771621,0
1993-07-30,10.230000,10.230000,10.230000,10.230000,2.785781,0
1993-08-02,10.220000,10.220000,10.220000,10.220000,2.783057,0
1993-08-03,10.230000,10.230000,10.230000,10.230000,2.785781,0
1993-08-04,10.220000,10.220000,10.220000,10.220000,2.783057,0
1993-08-05,10.230000,10.230000,10.230000,10.230000,2.785781,0
1993-08-06,10.230000,10.230000,10.230000,10.230000,2.785781,0
1993-08-09,10.250000,10.250000,10.250000,10.250000,2.791228,0
1993-08-10,10.250000,10.250000,10.250000,10.250000,2.791228,0
1993-08-11,10.260000,10.260000,10.260000,10.260000,2.793951,0
1993-08-12,10.260000,10.260000,10.260000,10.260000,2.793951,0
1993-08-13,10.280000,10.280000,10.280000,10.280000,2.799394,0
1993-08-16,10.290000,10.290000,10.290000,10.290000,2.802118,0
1993-08-17,10.280000,10.280000,10.280000,10.280000,2.799394,0
1993-08-18,10.280000,10.280000,10.280000,10.280000,2.799394,0
1993-08-19,10.300000,10.300000,10.300000,10.300000,2.804842,0
1993-08-20,10.300000,10.300000,10.300000,10.300000,2.804842,0
1993-08-23,10.300000,10.300000,10.300000,10.300000,2.804842,0
1993-08-24,10.320000,10.320000,10.320000,10.320000,2.810289,0
1993-08-25,10.330000,10.330000,10.330000,10.330000,2.813013,0
1993-08-26,10.360000,10.360000,10.360000,10.360000,2.821180,0
1993-08-27,10.350000,10.350000,10.350000,10.350000,2.818457,0
1993-08-30,10.360000,10.360000,10.360000,10.360000,2.821180,0
1993-08-31,10.350000,10.350000,10.350000,10.350000,2.832952,0
1993-09-01,10.350000,10.350000,10.350000,10.350000,2.832952,0
1993-09-02,10.360000,10.360000,10.360000,10.360000,2.835689,0
1993-09-03,10.400000,10.400000,10.400000,10.400000,2.846635,0
1993-09-07,10.420000,10.420000,10.420000,10.420000,2.852112,0
1993-09-08,10.420000,10.420000,10.420000,10.420000,2.852112,0
1993-09-09,10.370000,10.370000,10.370000,10.370000,2.838424,0
1993-09-10,10.400000,10.400000,10.400000,10.400000,2.846635,0
1993-09-13,10.400000,10.400000,10.400000,10.400000,2.846635,0
1993-09-14,10.360000,10.360000,10.360000,10.360000,2.835689,0
1993-09-15,10.350000,10.350000,10.350000,10.350000,2.832952,0
1993-09-16,10.370000,10.370000,10.370000,10.370000,2.838424,0
1993-09-17,10.360000,10.360000,10.360000,10.360000,2.835689,0
1993-09-20,10.340000,10.340000,10.340000,10.340000,2.830212,0
1993-09-21,10.330000,10.330000,10.330000,10.330000,2.827478,0
1993-09-22,10.330000,10.330000,10.330000,10.330000,2.827478,0
1993-09-23,10.340000,10.340000,10.340000,10.340000,2.830212,0
1993-09-24,10.340000,10.340000,10.340000,10.340000,2.830212,0
1993-09-27,10.380000,10.380000,10.380000,10.380000,2.841163,0
1993-09-28,10.390000,10.390000,10.390000,10.390000,2.843899,0
1993-09-29,10.360000,10.360000,10.360000,10.360000,2.835689,0
1993-09-30,10.340000,10.340000,10.340000,10.340000,2.844215,0
1993-10-01,10.360000,10.360000,10.360000,10.360000,2.849717,0
1993-10-04,10.360000,10.360000,10.360000,10.360000,2.849717,0
1993-10-05,10.360000,10.360000,10.360000,10.360000,2.849717,0
1993-10-06,10.360000,10.360000,10.360000,10.360000,2.849717,0
1993-10-07,10.360000,10.360000,10.360000,10.360000,2.849717,0
1993-10-08,10.390000,10.390000,10.390000,10.390000,2.857968,0
1993-10-11,10.390000,10.390000,10.390000,10.390000,2.857968,0
1993-10-12,10.390000,10.390000,10.390000,10.390000,2.857968,0
1993-10-13,10.380000,10.380000,10.380000,10.380000,2.855220,0
1993-10-14,10.400000,10.400000,10.400000,10.400000,2.860717,0
1993-10-15,10.420000,10.420000,10.420000,10.420000,2.866219,0
1993-10-18,10.380000,10.380000,10.380000,10.380000,2.855220,0
1993-10-19,10.380000,10.380000,10.380000,10.380000,2.855220,0
1993-10-20,10.390000,10.390000,10.390000,10.390000,2.857968,0
1993-10-21,10.360000,10.360000,10.360000,10.360000,2.849717,0
1993-10-22,10.330000,10.330000,10.330000,10.330000,2.841464,0
1993-10-25,10.310000,10.310000,10.310000,10.310000,2.835964,0
1993-10-26,10.320000,10.320000,10.320000,10.320000,2.838712,0
1993-10-27,10.320000,10.320000,10.320000,10.320000,2.838712,0
1993-10-28,10.330000,10.330000,10.330000,10.330000,2.841464,0
1993-10-29,10.320000,10.320000,10.320000,10.320000,2.853074,0
1993-11-01,10.270000,10.270000,10.270000,10.270000,2.839251,0
1993-11-02,10.240000,10.240000,10.240000,10.240000,2.830960,0
1993-11-03,10.240000,10.240000,10.240000,10.240000,2.830960,0
1993-11-04,10.220000,10.220000,10.220000,10.220000,2.825429,0
1993-11-05,10.190000,10.190000,10.190000,10.190000,2.817136,0
1993-11-08,10.220000,10.220000,10.220000,10.220000,2.825429,0
1993-11-09,10.240000,10.240000,10.240000,10.240000,2.830960,0
1993-11-10,10.210000,10.210000,10.210000,10.210000,2.822668,0
1993-11-11,10.210000,10.210000,10.210000,10.210000,2.822668,0
1993-11-12,10.230000,10.230000,10.230000,10.230000,2.828193,0
1993-11-15,10.230000,10.230000,10.230000,10.230000,2.828193,0
1993-11-16,10.230000,10.230000,10.230000,10.230000,2.828193,0
1993-11-17,10.230000,10.230000,10.230000,10.230000,2.828193,0
1993-11-18,10.210000,10.210000,10.210000,10.210000,2.822668,0
1993-11-19,10.160000,10.160000,10.160000,10.160000,2.808842,0
1993-11-22,10.150000,10.150000,10.150000,10.150000,2.806077,0
1993-11-23,10.170000,10.170000,10.170000,10.170000,2.811605,0
1993-11-24,10.170000,10.170000,10.170000,10.170000,2.811605,0
1993-11-26,10.190000,10.190000,10.190000,10.190000,2.817136,0
1993-11-29,10.200000,10.200000,10.200000,10.200000,2.819900,0
1993-11-30,10.170000,10.170000,10.170000,10.170000,2.825454,0
1993-12-01,10.180000,10.180000,10.180000,10.180000,2.828233,0
1993-12-02,10.180000,10.180000,10.180000,10.180000,2.828233,0
1993-12-03,10.180000,10.180000,10.180000,10.180000,2.828233,0
1993-12-06,10.220000,10.220000,10.220000,10.220000,2.839347,0
1993-12-07,10.230000,10.230000,10.230000,10.230000,2.842126,0
1993-12-08,10.230000,10.230000,10.230000,10.230000,2.842126,0
1993-12-09,10.240000,10.240000,10.240000,10.240000,2.844905,0
1993-12-10,10.210000,10.210000,10.210000,10.210000,2.836569,0
1993-12-13,10.190000,10.190000,10.190000,10.190000,2.831013,0
1993-12-14,10.170000,10.170000,10.170000,10.170000,2.825454,0
1993-12-15,10.170000,10.170000,10.170000,10.170000,2.825454,0
1993-12-16,10.170000,10.170000,10.170000,10.170000,2.825454,0
1993-12-17,10.180000,10.180000,10.180000,10.180000,2.828233,0
1993-12-20,10.170000,10.170000,10.170000,10.170000,2.825454,0
1993-12-21,10.170000,10.170000,10.170000,10.170000,2.825454,0
1993-12-22,10.210000,10.210000,10.210000,10.210000,2.836569,0
1993-12-23,10.220000,10.220000,10.220000,10.220000,2.839347,0
1993-12-27,10.220000,10.220000,10.220000,10.220000,2.839347,0
1993-12-28,10.210000,10.210000,10.210000,10.210000,2.836569,0
1993-12-29,10.210000,10.210000,10.210000,10.210000,2.836569,0
1993-12-30,10.170000,10.170000,10.170000,10.170000,2.825454,0
1993-12-31,10.060000,10.060000,10.060000,10.060000,2.839287,0
1994-01-03,10.030000,10.030000,10.030000,10.030000,2.830817,0
1994-01-04,10.040000,10.040000,10.040000,10.040000,2.833640,0
1994-01-05,10.040000,10.040000,10.040000,10.040000,2.833640,0
1994-01-06,10.060000,10.060000,10.060000,10.060000,2.839287,0
1994-01-07,10.130000,10.130000,10.130000,10.130000,2.859041,0
1994-01-10,10.140000,10.140000,10.140000,10.140000,2.861867,0
1994-01-11,10.140000,10.140000,10.140000,10.140000,2.861867,0
1994-01-12,10.170000,10.170000,10.170000,10.170000,2.870332,0
1994-01-13,10.120000,10.120000,10.120000,10.120000,2.856221,0
1994-01-14,10.100000,10.100000,10.100000,10.100000,2.850575,0
1994-01-17,10.100000,10.100000,10.100000,10.100000,2.850575,0
1994-01-18,10.120000,10.120000,10.120000,10.120000,2.856221,0
1994-01-19,10.110000,10.110000,10.110000,10.110000,2.853397,0
1994-01-20,10.130000,10.130000,10.130000,10.130000,2.859041,0
1994-01-21,10.130000,10.130000,10.130000,10.130000,2.859041,0
1994-01-24,10.130000,10.130000,10.130000,10.130000,2.859041,0
1994-01-25,10.110000,10.110000,10.110000,10.110000,2.853397,0
1994-01-26,10.120000,10.120000,10.120000,10.120000,2.856221,0
1994-01-27,10.130000,10.130000,10.130000,10.130000,2.859041,0
1994-01-28,10.160000,10.160000,10.160000,10.160000,2.867510,0
1994-01-31,10.150000,10.150000,10.150000,10.150000,2.878855,0
1994-02-01,10.120000,10.120000,10.120000,10.120000,2.870346,0
1994-02-02,10.120000,10.120000,10.120000,10.120000,2.870346,0
1994-02-03,10.100000,10.100000,10.100000,10.100000,2.864672,0
1994-02-04,10.060000,10.060000,10.060000,10.060000,2.853330,0
1994-02-07,10.040000,10.040000,10.040000,10.040000,2.847653,0
1994-02-08,10.030000,10.030000,10.030000,10.030000,2.844818,0
1994-02-09,10.040000,10.040000,10.040000,10.040000,2.847653,0
1994-02-10,10.040000,10.040000,10.040000,10.040000,2.847653,0
